Time frequency,Unit of measure,Direction of flow,National accounts indicator (ESA 2010),Geopolitical entity (reporting),Time,Value,Ranking
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2017,13056.96,1980.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2018,13342.45,1956.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2019,13911.72,1907.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2020,14404.94,1863.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2021,15120.47,1824.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2022,16282.92,1760.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2023,17844.26,1667.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2013,24311.96,1248.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2014,23828.36,1283.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2015,25049.34,1202.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2016,25854.53,1158.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2017,27188.68,1092.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2018,27312.0,1087.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2019,28434.05,1028.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2020,28676.39,1013.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2021,30995.66,921.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2022,33596.17,819.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Southern,2023,36561.15,740.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2013,31582.57,900.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2014,30831.53,927.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2015,32915.94,843.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2016,34771.83,786.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2017,36540.29,741.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2018,37694.08,702.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2019,40445.94,634.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2020,40603.82,631.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2021,43948.92,553.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2022,47724.28,477.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eastern and Midland,2023,53323.2,403.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2013,45727.18,512.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2014,48526.2,472.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2015,47637.93,479.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2016,48531.61,471.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2017,49502.94,450.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2018,48581.86,470.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2019,52010.65,420.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2020,49862.84,444.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2021,56399.46,365.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2022,59642.23,329.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Attiki,2023,65556.8,273.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2013,2038.3,2752.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2014,2125.99,2751.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2015,2146.33,2749.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2016,2131.55,2750.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2017,2252.74,2745.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2018,2220.78,2746.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2019,2442.92,2735.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2020,2286.33,2741.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2021,2542.51,2732.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2022,2659.82,2724.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Voreio Aigaio,2023,2962.1,2714.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2013,3642.8,2673.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2014,4582.08,2645.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2015,4817.31,2634.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2016,4155.43,2661.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2017,4526.96,2647.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2018,4685.05,2640.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2019,5309.71,2614.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2020,4004.79,2667.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2021,4984.53,2629.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2022,5622.9,2591.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Notio Aigaio,2023,6430.45,2502.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2013,5504.46,2604.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2014,6452.49,2501.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2015,6460.0,2500.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2016,6381.75,2508.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2017,6753.8,2476.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2018,6755.75,2474.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2019,7452.65,2421.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2020,6707.25,2478.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2021,7680.0,2397.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2022,8346.73,2350.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kriti,2023,9367.72,2272.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2013,5394.87,2610.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2014,5771.77,2583.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2015,5825.16,2579.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2016,5805.9,2580.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2017,6042.05,2552.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2018,5984.31,2557.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2019,6460.62,2499.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2020,5983.88,2558.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2021,6653.51,2484.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2022,6848.78,2466.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net","Anatoliki Makedonia, Thraki",2023,7574.76,2409.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2013,18766.72,1617.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2014,19695.99,1550.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2015,19693.43,1551.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2016,19933.18,1537.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2017,20514.21,1493.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2018,20330.21,1505.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2019,21832.27,1408.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2020,20620.8,1481.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2021,23047.54,1322.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2022,24229.99,1255.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kentriki Makedonia,2023,26555.96,1121.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2013,2968.6,2712.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2014,3141.94,2701.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2015,3127.55,2703.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2016,2993.14,2711.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2017,3090.53,2708.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2018,3051.07,2710.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2019,3285.93,2693.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2020,3137.78,2702.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2021,3438.83,2686.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2022,3580.21,2678.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dytiki Makedonia,2023,3976.6,2668.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2013,3396.67,2688.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2014,3475.13,2683.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2015,3455.97,2684.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2016,3513.64,2680.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2017,3621.11,2676.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2018,3616.24,2677.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2019,3889.49,2669.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2020,3653.08,2672.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2021,4081.99,2665.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2022,4267.83,2658.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Ipeiros,2023,4722.16,2638.0
